time,ax,ay,az,gx,gy,gz
151076,478,-4078,510,-506,-335,786
151078,315,-3929,1227,-361,-1029,774
151080,780,-3838,1047,-208,-1346,774
151082,744,-3922,335,-225,-808,878
151084,698,-4208,128,-228,-779,809
151086,540,-4380,209,-184,-819,731
151088,407,-4448,54,-152,-674,741
151090,260,-4496,161,-138,-839,683
151092,217,-4475,167,-72,-1087,636
151094,164,-4400,-14,19,-1070,661
151096,85,-4375,-16,145,-1190,613
151098,-56,-4261,-231,334,-1328,525
151100,-134,-4174,-122,546,-1547,393
151102,-242,-4112,-208,818,-1540,314
151104,-215,-4031,-71,910,-1573,242
151106,-190,-4030,-157,988,-1526,187
151108,-197,-3983,-84,1028,-1317,177
151110,-100,-4077,44,1024,-1426,98
151112,-30,-4000,-33,1000,-1302,71
151114,30,-3999,47,988,-1412,-18
151116,133,-3892,-10,1037,-1496,-52
151118,153,-3904,103,965,-1217,11
151120,109,-3985,40,957,-1137,-1
151122,79,-4011,149,947,-1085,28
151124,63,-4024,138,933,-1055,37
151126,131,-4064,167,887,-1007,63
151128,130,-4080,113,830,-979,75
151130,185,-4104,128,772,-948,88
151132,189,-4123,165,682,-912,106
151134,161,-4130,189,607,-891,129
151136,137,-4150,213,527,-884,145
151138,97,-4192,210,437,-884,160
151140,107,-4215,214,367,-889,181
151142,113,-4226,179,316,-913,213
151144,94,-4285,154,276,-939,243
151146,63,-4281,172,240,-969,278
151148,100,-4269,157,201,-993,300
151150,90,-4281,176,161,-1015,322
151152,111,-4279,149,119,-1035,350
151154,97,-4273,160,71,-1050,379
151156,90,-4257,179,28,-1073,407
151158,84,-4271,185,-16,-1100,434
151160,88,-4261,161,-59,-1123,471
151162,75,-4234,158,-100,-1153,502
151164,101,-4234,188,-124,-1175,528
151166,67,-4204,199,-150,-1193,548
151168,97,-4160,207,-159,-1218,577
151170,91,-4149,194,-163,-1245,590
151172,88,-4107,205,-150,-1273,589
151174,121,-4118,238,-134,-1291,584
151176,116,-4106,271,-116,-1300,569
151178,124,-4084,258,-96,-1305,552
151180,157,-4043,257,-69,-1320,518
151182,159,-4017,263,-44,-1324,486
151184,175,-4022,292,-21,-1319,463
151186,203,-4014,296,-5,-1304,440
151188,226,-4014,370,9,-1268,415
151190,236,-4021,322,31,-1244,383
151192,228,-4007,389,61,-1202,341
151194,250,-4015,382,68,-1180,310
151196,266,-4000,351,86,-1153,281
151198,224,-4047,347,106,-1132,250
151200,196,-4023,329,107,-1119,220
151202,158,-4023,288,97,-1111,195
151204,137,-4034,256,85,-1115,180
151206,108,-4031,256,80,-1117,157
151208,66,-3970,233,67,-1137,137
151210,24,-4001,212,51,-1152,118
151212,-5,-4017,217,50,-1178,90
151214,-11,-3995,201,39,-1202,75
151216,6,-3990,175,39,-1221,62
151218,4,-4025,176,31,-1249,38
151220,-3,-4052,156,24,-1262,21
151222,-1,-4081,174,32,-1282,5
151224,-13,-4072,135,30,-1303,-14
151226,-39,-4124,117,19,-1325,-22
151228,-18,-4070,122,8,-1349,-28
151230,-68,-4106,105,-7,-1374,-30
151232,-89,-4069,68,-21,-1413,-28
151234,-99,-4080,71,-25,-1452,-25
151236,-92,-4074,77,-34,-1489,-28
151238,-100,-4068,105,-34,-1522,-35
151240,-105,-4050,84,-24,-1566,-40
151242,-88,-4060,62,-11,-1607,-43
151244,-120,-4078,52,0,-1644,-49
151246,-114,-4080,28,13,-1690,-51
151248,-493,-3848,539,-79,-1938,-30
151250,-386,-3748,656,-163,-2188,20
151252,-138,-3712,286,-184,-2229,62
151254,-50,-3787,86,-155,-2270,49
151256,-98,-4084,91,16,-2414,-102
151258,169,-3942,15,65,-2480,-239
151260,337,-3789,79,49,-2311,-265
151262,425,-3806,209,37,-2205,-287
151264,370,-3787,355,123,-2122,-312
151266,387,-3770,357,179,-2096,-360
151268,419,-3799,372,189,-2057,-430
151270,384,-3866,407,204,-2015,-478
151272,357,-3876,387,219,-1977,-503
151274,382,-3837,435,207,-1914,-515
151276,256,-3895,403,204,-1892,-504
151278,171,-3995,346,225,-1914,-492
151280,203,-4084,196,207,-1963,-488
151282,164,-4272,84,181,-2009,-477
151284,136,-4316,84,165,-2014,-459
151286,102,-4422,110,164,-2010,-424
151288,155,-4391,119,153,-2002,-385
151290,171,-4393,129,138,-2008,-354
151292,181,-4399,152,152,-2007,-309
151294,288,-4306,153,137,-1998,-269
151296,368,-4260,168,101,-1966,-238
151298,349,-4296,240,99,-1937,-191
151300,316,-4272,311,62,-1909,-153
151302,330,-4306,268,33,-1892,-106
151304,297,-4341,271,17,-1897,-56
151306,280,-4266,238,-6,-1915,-6
151308,243,-4311,185,-28,-1937,32
151310,229,-4307,185,-29,-1967,73
151312,154,-4311,86,-8,-2016,139
151314,151,-4274,107,-4,-2057,174
151316,146,-4306,102,26,-2089,224
151318,140,-4275,119,67,-2127,276
151320,195,-4254,115,56,-2134,309
151322,176,-4224,166,41,-2132,349
151324,177,-4240,161,53,-2136,384
151326,146,-4237,200,74,-2148,409
151328,131,-4205,134,100,-2193,432
151330,105,-4149,122,140,-2266,447
151332,61,-4082,86,167,-2357,452
151334,40,-4054,43,198,-2430,444
151336,41,-4034,52,232,-2512,424
151338,34,-3998,69,252,-2566,407
151340,-35,-4032,120,298,-2615,416
151342,-51,-4021,180,317,-2666,434
151344,-43,-4048,145,334,-2693,441
151346,-2,-4057,178,366,-2703,434
151348,-29,-4019,174,354,-2693,440
151350,11,-4084,245,351,-2677,459
151352,-16,-4227,524,359,-2550,531
151354,-28,-4289,473,304,-2469,563
151356,31,-4233,331,208,-2469,536
151358,49,-4163,187,134,-2533,501
151360,65,-4118,221,75,-2625,439
151362,103,-4114,162,44,-2712,369
151364,114,-4089,155,21,-2801,313
151366,106,-4125,186,12,-2867,256
151368,114,-4132,205,13,-2898,203
151370,107,-4120,269,28,-2909,169
151372,94,-4089,247,50,-2912,126
151374,90,-4096,246,53,-2918,89
151376,100,-4140,231,80,-2938,45
151378,120,-4121,238,89,-2982,21
151380,145,-4139,261,105,-3023,13
151382,120,-4096,308,103,-3036,17
151384,124,-4123,276,69,-3025,-3
151386,104,-4173,281,62,-3010,0
151388,106,-4191,294,53,-2999,-5
151390,112,-4165,242,45,-3003,-10
151392,112,-4150,267,24,-2975,-24
151394,155,-4149,212,2,-2928,-42
151396,124,-4171,186,17,-2883,-67
151398,152,-4141,97,57,-2870,-86
151400,206,-4081,58,115,-2926,-107
151402,191,-3988,-114,223,-3085,-147
151404,177,-3963,-148,293,-3189,-187
151406,134,-3974,-135,386,-3277,-204
151408,118,-3968,-42,504,-3392,-186
151410,123,-3938,24,575,-3461,-181
151412,79,-3969,3,644,-3506,-153
151414,100,-4015,75,715,-3508,-106
151416,129,-4065,88,806,-3583,-46
151418,210,-4086,132,859,-3597,2
151420,236,-4139,101,903,-3625,38
151422,193,-4175,139,950,-3590,67
151424,200,-4149,173,1004,-3555,92
151426,161,-4140,76,1019,-3546,96
151428,164,-4145,42,1037,-3559,94
151430,103,-4114,-38,1080,-3614,94
151432,145,-4123,-96,1053,-3721,74
151434,0,-4047,-260,900,-3919,89
151436,2,-4051,-533,693,-4250,100
151438,62,-4050,-592,587,-4644,65
151440,281,-4041,-473,560,-4997,15
151442,501,-3938,-401,524,-5148,-10
151444,1035,-4027,360,702,-4873,-127
151446,216,-4115,83,713,-5119,-141
151448,-361,-4068,-543,616,-5689,-66
151450,839,-4094,271,761,-5482,-100
151452,70,-4018,-19,676,-5723,-150
151454,-98,-4113,-95,713,-6134,-93
151456,425,-4013,343,901,-6109,-107
151458,279,-3958,260,856,-6293,-137
151460,-532,-3949,-444,696,-6892,-112
151462,284,-4176,138,832,-6851,-222
151464,-477,-4083,-327,753,-7446,-225
151466,155,-4220,-34,742,-7687,-294
151468,36,-4263,-51,713,-7803,-428
151470,-47,-4385,-5,718,-8005,-529
151472,183,-4323,207,712,-8005,-646
151474,4,-4461,285,718,-8151,-720
151476,-390,-4352,-51,640,-8315,-784
151478,644,-4486,630,651,-7994,-914
151480,-558,-4470,27,508,-8295,-939
151482,393,-4456,448,485,-8160,-1075
151484,231,-4423,446,448,-8072,-1164
151486,-209,-4219,345,401,-8018,-1237
151488,815,-4372,879,482,-7690,-1290
151490,-420,-4124,346,466,-7611,-1185
151492,64,-3902,390,513,-6963,-1087
151494,409,-3636,314,381,-6365,-845
151496,-133,-4040,621,478,-6107,-847
151498,170,-4542,1193,673,-6508,-1351
151500,190,-4684,1086,664,-6958,-1614
151502,1011,-4203,724,555,-6400,-1534
151504,900,-4275,645,480,-5952,-1402
151506,650,-4387,949,455,-5833,-1431
151508,476,-4353,686,388,-5841,-1417
151510,932,-4171,687,322,-5528,-1493
151512,227,-4296,515,274,-5617,-1480
151514,454,-4344,554,278,-5593,-1449
151516,304,-4105,479,205,-5512,-1447
151518,418,-4174,463,179,-5485,-1379
151520,270,-4218,459,150,-5424,-1280
151522,354,-4268,664,177,-5406,-1235
151524,343,-4232,746,260,-5225,-1097
151526,352,-4211,878,364,-5010,-976
151528,709,-4224,949,529,-4727,-888
151530,727,-4212,1076,666,-4422,-776
151532,593,-3956,834,633,-4205,-730
151534,557,-4122,781,669,-4214,-686
151536,270,-4093,779,740,-4370,-610
151538,300,-4103,642,789,-4474,-519
151540,157,-3967,574,768,-4718,-458
151542,419,-3910,509,742,-4843,-398
151544,539,-3827,384,665,-4800,-379
151546,475,-3901,308,591,-4844,-397
151548,504,-3977,290,531,-4863,-382
151550,300,-3954,278,471,-4951,-373
151552,462,-3856,246,389,-5010,-368
151554,420,-3870,214,309,-5080,-363
151556,517,-3851,174,260,-5011,-342
151558,422,-3768,173,170,-4979,-316
151560,120,-3730,299,76,-5185,-295
151562,155,-3689,278,-13,-5325,-240
151564,210,-3659,232,-89,-5335,-156
151566,257,-3581,279,-166,-5300,-61
151568,307,-3592,303,-247,-5248,4
151570,404,-3644,363,-332,-5174,36
151572,458,-3645,387,-380,-5106,67
151574,562,-3639,381,-420,-4978,86
151576,626,-3693,385,-457,-4831,83
151578,672,-3706,361,-490,-4661,55
151580,671,-3749,382,-518,-4482,25
151582,681,-3773,353,-548,-4254,-38
151584,674,-3809,304,-571,-4119,-99
151586,650,-3810,301,-594,-3981,-174
151588,650,-3817,269,-622,-3852,-262
151590,682,-3820,245,-650,-3744,-330
151592,648,-3796,227,-686,-3624,-365
151594,628,-3775,245,-720,-3590,-386
151596,600,-3825,152,-747,-3542,-397
151598,520,-3894,136,-763,-3581,-419
151600,363,-3921,94,-775,-3688,-437
151602,161,-3941,48,-779,-3941,-451
151604,109,-3960,58,-775,-4181,-454
151606,103,-3990,86,-757,-4409,-445
151608,211,-4005,116,-744,-4607,-416
151610,268,-4020,168,-739,-4740,-384
151612,416,-4047,238,-711,-4835,-335
151614,495,-4045,214,-693,-4855,-305
151616,541,-4068,257,-663,-4837,-286
151618,626,-4069,262,-633,-4802,-280
151620,670,-4075,290,-602,-4758,-275
151622,741,-4133,309,-555,-4695,-256
151624,716,-4202,325,-496,-4645,-249
151626,691,-4230,300,-437,-4611,-237
151628,723,-4262,259,-378,-4568,-217
151630,732,-4299,308,-327,-4521,-202
151632,743,-4341,351,-283,-4519,-226
151634,725,-4414,459,-254,-4579,-269
151636,678,-4445,630,-259,-4851,-324
151638,1022,-4326,210,-180,-4765,-255
151640,656,-4201,165,-222,-4496,-186
151642,590,-4334,258,-183,-4617,-175
151644,589,-4326,255,-123,-4642,-181
151646,569,-4363,358,-121,-4816,-209
151648,674,-4249,156,-72,-4771,-196
151650,815,-4280,204,-92,-4777,-187
151652,765,-4221,245,-77,-4701,-176
151654,904,-4306,188,-53,-4698,-190
151656,811,-4252,189,-27,-4655,-202
151658,881,-4243,109,1,-4621,-247
151660,827,-4262,108,38,-4582,-291
151662,736,-4237,89,61,-4520,-340
151664,705,-4353,-22,112,-4547,-413
151666,492,-4263,-17,144,-4540,-479
151668,560,-4300,16,159,-4753,-549
151670,612,-4279,-24,211,-4831,-603
151672,570,-4225,54,161,-5059,-658
151674,699,-4255,-28,146,-5135,-665
151676,815,-4221,-13,121,-5162,-677
151678,821,-4265,6,88,-5177,-716
151680,826,-4258,-63,57,-5162,-760
151682,735,-4188,-68,39,-5121,-821
151684,640,-4182,-98,39,-5099,-892
151686,547,-4131,-114,38,-5088,-965
151688,409,-4136,-126,53,-5098,-1014
151690,391,-4112,-100,84,-5126,-1057
151692,414,-4093,-92,116,-5129,-1092
151694,511,-4044,-119,149,-5086,-1114
151696,668,-4051,-129,146,-4992,-1112
151698,733,-4044,-83,133,-4836,-1095
151700,782,-4045,-77,108,-4662,-1083
151702,791,-4054,-26,99,-4454,-1036
151704,788,-4060,-15,88,-4328,-1012
151706,810,-4036,-48,73,-4170,-980
151708,869,-4062,-32,57,-3974,-953
151710,846,-4052,-32,43,-3755,-915
151712,868,-4027,-25,25,-3531,-868
151714,916,-4035,-27,24,-3315,-803
151716,792,-4017,73,49,-3113,-707
151718,543,-4005,238,146,-3000,-536
151720,104,-4065,691,401,-3174,-336
151722,47,-4127,960,737,-3752,-279
151724,444,-4160,735,924,-4251,-392
151726,854,-4136,497,992,-4443,-500
151728,1138,-4121,275,1032,-4405,-581
151730,1263,-4066,105,1040,-4204,-617
151732,1222,-4100,52,1076,-3962,-613
151734,1018,-4071,169,1128,-3906,-621
151736,947,-4090,295,1184,-3899,-645
151738,899,-4065,405,1254,-3909,-671
151740,903,-4049,426,1328,-3921,-690
151742,882,-4058,528,1432,-3956,-699
151744,946,-4077,619,1530,-3986,-704
151746,974,-4109,722,1652,-4099,-724
151748,1103,-4007,662,1712,-4151,-766
151750,1125,-3990,568,1737,-4091,-760
151752,1070,-3969,633,1798,-4062,-762
151754,977,-3934,629,1856,-4063,-775
151756,841,-3900,713,1917,-4131,-791
151758,732,-3901,733,1979,-4246,-804
151760,735,-3899,732,2044,-4413,-815
151762,777,-3870,748,2134,-4602,-799
151764,868,-3804,737,2133,-4743,-791
151766,958,-3632,388,1992,-4796,-745
151768,1034,-3622,327,1823,-4829,-687
151770,989,-3651,286,1673,-4844,-612
151772,940,-3663,338,1545,-4925,-563
151774,883,-3714,340,1401,-5059,-523
151776,812,-3690,224,1233,-5161,-479
151778,744,-3689,145,1054,-5189,-376
151780,626,-3614,50,900,-5158,-222
151782,491,-3588,-24,735,-5126,-33
151784,335,-3517,-43,582,-5135,172
151786,246,-3534,-55,458,-5170,382
151788,322,-3589,-118,361,-5183,537
151790,452,-3627,-95,288,-5123,630
151792,611,-3709,-136,223,-4999,699
151794,750,-3780,-73,201,-4877,726
151796,828,-3836,-118,186,-4711,745
151798,854,-3904,-100,184,-4495,768
151800,855,-3934,-147,201,-4257,779
151802,835,-3994,-127,232,-4024,764
151804,834,-4058,-121,303,-3819,742
151806,764,-4152,-157,397,-3621,701
151808,690,-4224,-180,515,-3549,667
151810,645,-4252,-248,646,-3493,599
151812,626,-4250,-249,755,-3355,508
151814,611,-4250,-219,836,-3316,417
151816,647,-4258,-55,941,-3393,338
151818,706,-4333,-89,1044,-3318,229
151820,724,-4296,-134,1133,-3167,156
151822,657,-4308,-75,1238,-3108,122
151824,448,-4304,44,1297,-3127,110
151826,349,-4293,59,1361,-3168,108
151828,347,-4231,113,1441,-3260,107
151830,331,-4190,87,1524,-3383,136
151832,390,-4160,136,1571,-3466,158
151834,495,-4098,114,1586,-3566,186
151836,643,-4069,157,1586,-3586,223
151838,718,-4046,170,1577,-3576,264
151840,808,-4034,253,1558,-3553,306
151842,854,-4011,308,1525,-3512,353
151844,867,-3988,355,1486,-3506,400
151846,853,-4005,406,1459,-3520,435
151848,833,-4007,417,1428,-3518,468
151850,855,-4039,436,1392,-3483,486
151852,854,-4048,375,1346,-3549,516
151854,821,-4057,375,1313,-3602,529
151856,794,-4092,389,1276,-3708,532
151858,752,-4101,402,1236,-3881,531
151860,722,-4071,416,1191,-4094,515
151862,558,-4060,421,1145,-4389,506
151864,473,-4043,454,1098,-4695,491
151866,428,-4041,468,1051,-4998,488
151868,437,-4072,469,1016,-5280,505
151870,462,-4130,473,1021,-5540,548
151872,508,-4180,438,1053,-5788,600
151874,526,-4170,424,1069,-6020,659
151876,586,-4131,405,1068,-6236,709
151878,661,-4128,383,1063,-6397,759
151880,696,-4146,309,1050,-6519,805
151882,690,-4200,269,1054,-6642,878
151884,695,-4199,275,1062,-6718,924
151886,683,-4186,268,1078,-6796,954
151888,718,-4140,235,1081,-6835,1006
151890,789,-4126,171,1070,-6829,1065
151892,890,-4084,173,1079,-6780,1169
151894,1042,-4104,150,1099,-6639,1322
151896,1005,-4152,179,1026,-6503,1346
151898,1014,-4205,205,990,-6358,1314
151900,980,-4136,171,962,-6229,1375
151902,925,-4089,171,943,-6091,1466
151904,850,-4050,151,923,-5951,1524
151906,807,-4027,149,907,-5811,1579
151908,797,-4027,159,908,-5664,1597
151910,798,-4051,141,911,-5503,1626
151912,843,-4065,133,904,-5305,1674
151914,834,-4077,157,909,-5178,1700
151916,829,-4055,210,926,-5027,1706
151918,812,-4078,172,970,-4843,1651
151920,761,-4097,234,997,-4692,1594
151922,738,-4113,227,1030,-4565,1598
151924,769,-4145,240,1052,-4451,1622
151926,726,-4138,230,1070,-4354,1630
151928,733,-4138,207,1082,-4257,1608
151930,854,-4137,206,1091,-4119,1591
151932,926,-4218,164,1099,-3975,1589
151934,907,-4214,134,1102,-3805,1470
151936,949,-4213,127,1102,-3550,1336
151938,980,-4218,118,1072,-3398,1335
151940,1007,-4212,100,1037,-3182,1330
151942,1023,-4143,147,999,-2891,1303
151944,1052,-4110,133,953,-2680,1284
151946,1036,-4096,180,891,-2468,1272
151948,1042,-4115,186,830,-2223,1253
151950,991,-4080,186,765,-1970,1244
151952,994,-4103,196,703,-1725,1240
151954,994,-4121,211,656,-1485,1241
151956,906,-4132,266,632,-1262,1256
151958,878,-4111,280,627,-1074,1279
151960,783,-4191,311,633,-909,1318
151962,732,-4204,298,667,-765,1366
151964,617,-4211,337,724,-654,1430
151966,548,-4263,360,776,-585,1488
151968,517,-4231,367,812,-559,1527
151970,486,-4197,400,843,-555,1551
151972,377,-4135,352,851,-601,1548
151974,345,-4092,325,841,-650,1533
151976,309,-4035,411,817,-718,1510
151978,293,-4026,424,773,-785,1458
151980,323,-4013,445,726,-829,1417
151982,392,-3994,463,664,-845,1370
151984,438,-3985,463,615,-847,1313
151986,472,-3970,451,565,-848,1264
151988,453,-4012,466,533,-873,1220
151990,449,-3980,500,499,-916,1184
151992,459,-3941,427,477,-971,1166
151994,476,-3950,413,464,-1025,1131
151996,488,-3927,451,447,-1059,1105
151998,503,-3925,476,422,-1097,1072
152000,497,-3894,476,399,-1122,1043
152002,451,-3880,448,390,-1114,999
152004,447,-3862,473,365,-1094,961
152006,463,-3881,483,343,-1066,906
152008,440,-3887,430,324,-1021,848
152010,483,-3833,462,285,-982,814
152012,490,-3805,433,210,-987,783
152014,439,-3847,446,124,-1067,753
152016,433,-3829,501,16,-1211,715
152018,390,-3828,559,-99,-1396,697
152020,341,-3852,598,-197,-1619,704
152022,354,-3857,628,-267,-1821,717
152024,371,-3823,616,-336,-1994,757
152026,380,-3879,571,-388,-2126,815
152028,382,-3904,543,-426,-2248,860
152030,367,-3900,483,-463,-2346,882
152032,375,-3863,387,-512,-2433,906
152034,385,-3886,357,-532,-2467,926
152036,398,-3917,339,-547,-2472,940
152038,397,-3878,304,-566,-2464,957
152040,441,-3868,286,-592,-2410,971
152042,428,-3908,208,-638,-2345,971
152044,452,-3864,186,-685,-2276,974
152046,467,-3843,167,-731,-2184,970
152048,466,-3842,161,-779,-2098,965
152050,470,-3854,137,-835,-2008,977
152052,442,-3871,151,-901,-1953,983
152054,441,-3897,134,-957,-1921,1000
152056,433,-3938,164,-1014,-1899,1019
152058,413,-3966,146,-1049,-1891,1039
152060,386,-4007,169,-1089,-1893,1040
152062,352,-4037,215,-1112,-1902,1033
152064,366,-4048,226,-1114,-1900,1026
152066,329,-4085,195,-1113,-1903,1010
152068,341,-4099,199,-1112,-1893,982
152070,308,-4124,216,-1109,-1867,951
152072,325,-4141,188,-1091,-1817,918
152074,283,-4157,189,-1062,-1768,876
152076,293,-4122,224,-1025,-1724,826
152078,336,-4137,205,-980,-1658,772
152080,326,-4131,160,-951,-1582,715
152082,367,-4128,164,-912,-1495,665
152084,409,-4128,131,-884,-1392,621
152086,414,-4120,118,-857,-1273,582
152088,407,-4110,92,-839,-1144,530
152090,385,-4118,105,-820,-1035,499
152092,394,-4100,131,-800,-894,459
152094,397,-4100,97,-781,-804,421
152096,378,-4119,143,-761,-708,375
152098,377,-4127,131,-750,-613,344
152100,359,-4128,120,-735,-517,304
152102,376,-4131,114,-707,-408,267
152104,360,-4139,114,-693,-310,245
152106,391,-4143,188,-675,-212,216
152108,373,-4171,172,-640,-117,192
152110,398,-4189,161,-606,-29,170
152112,423,-4205,180,-572,51,141
152114,431,-4244,192,-550,124,122
152116,411,-4223,204,-531,186,111
152118,424,-4276,186,-510,237,96
152120,452,-4263,148,-500,283,81
152122,505,-4282,156,-492,358,62
152124,509,-4263,151,-498,409,58
152126,491,-4285,154,-503,468,46
152128,530,-4285,166,-518,539,34
152130,536,-4303,201,-532,619,23
152132,511,-4295,131,-544,678,12
152134,477,-4287,182,-560,727,-1
152136,447,-4333,172,-561,748,-2
152138,401,-4351,183,-546,749,-13
152140,343,-4346,170,-530,740,-29
152142,347,-4331,198,-514,728,-47
152144,329,-4362,174,-496,707,-71
152146,288,-4375,158,-464,705,-100
152148,296,-4333,155,-435,702,-125
152150,292,-4355,126,-412,719,-153
152152,346,-4356,122,-375,758,-182
152154,353,-4354,129,-350,785,-199
152156,330,-4331,134,-322,822,-218
152158,319,-4316,130,-304,862,-245
152160,330,-4304,160,-280,900,-264
152162,303,-4282,145,-257,928,-283
152164,275,-4307,148,-246,952,-302
152166,288,-4326,180,-223,964,-312
152168,271,-4313,169,-206,955,-329
152170,272,-4268,192,-196,943,-354
152172,270,-4275,199,-184,917,-364
152174,254,-4236,220,-174,871,-385
152176,277,-4231,238,-160,823,-397
152178,270,-4241,286,-136,775,-402
152180,251,-4214,300,-107,717,-406
152182,233,-4204,298,-60,636,-398
152184,242,-4215,284,-23,583,-387
152186,201,-4212,288,27,527,-374
152188,198,-4207,280,87,462,-357
152190,184,-4214,260,146,412,-337
152192,256,-4202,167,204,369,-332
152194,210,-4220,208,256,351,-337
152196,236,-4177,192,308,343,-341
152198,275,-4154,128,372,353,-352
152200,289,-4150,134,421,363,-357
152202,250,-4160,147,466,389,-372
152204,273,-4123,191,514,399,-377
152206,283,-4052,189,581,412,-387
152208,323,-3878,221,678,436,-335
152210,289,-4146,201,674,415,-260
152212,209,-4309,284,705,375,-248
152214,188,-4287,302,740,340,-251
152216,132,-4191,305,758,268,-264
152218,98,-4115,295,777,180,-262
152220,129,-4081,312,802,91,-269
152222,166,-4085,293,824,21,-280
152224,218,-4034,252,857,-31,-276
152226,230,-4046,285,889,-72,-267
152228,258,-4060,276,920,-98,-260
152230,306,-4076,260,954,-106,-249
152232,337,-4087,259,980,-99,-233
152234,351,-4049,211,1019,-82,-222
152236,394,-4072,187,1056,-46,-201
152238,399,-4096,190,1118,-5,-189
152240,387,-4108,153,1209,19,-144
152242,456,-4098,151,1445,124,-19
152244,390,-4214,109,1549,147,-17
152246,347,-4187,105,1727,45,-57
152248,264,-4045,133,1888,-86,-76
152250,233,-4050,291,1870,-89,-6
152252,234,-4258,384,1860,-32,82
152254,285,-4366,342,1972,1,133
152256,300,-4322,334,2038,29,160
152258,288,-4289,313,2073,65,178
152260,323,-4249,333,2078,115,199
152262,372,-4248,299,2101,191,213
152264,410,-4245,275,2143,260,211
152266,451,-4193,240,2175,323,207
152268,473,-4116,281,2196,410,212
152270,498,-4162,268,2198,505,242
152272,517,-4161,320,2258,683,290
152274,103,-3786,406,2592,1148,413
152276,-162,-3438,598,2781,1480,614
152278,418,-3937,177,2870,1484,551
152280,772,-4206,107,3044,1619,464
152282,720,-4319,187,3151,1652,445
152284,705,-4447,325,3223,1718,507
152286,580,-4544,404,3332,1816,586
152288,495,-4496,433,3474,1933,677
152290,447,-4504,455,3579,2005,720
152292,411,-4385,420,3649,1974,713
152294,466,-4333,365,3731,1875,697
152296,390,-4341,404,3837,1817,720
152298,350,-4283,581,3892,1806,802
152300,260,-4358,690,3943,1770,873
152302,184,-4380,801,4002,1685,941
152304,128,-4291,834,4043,1618,971
152306,105,-4259,847,4072,1603,1034
152308,33,-4237,840,4208,1533,1083
152310,48,-4024,814,4409,1402,1110
152312,48,-3904,779,4566,1287,1164
152314,62,-3873,822,4682,1234,1246
152316,109,-3937,814,4815,1217,1322
152318,164,-3958,853,4943,1205,1425
152320,140,-4069,874,5082,1173,1501
152322,186,-4080,828,5230,1139,1572
152324,199,-4014,818,5338,1128,1630
152326,199,-3937,803,5463,1163,1684
152328,176,-3904,789,5594,1236,1753
152330,189,-3857,908,5681,1333,1806
152332,171,-3844,817,5839,1334,1862
152334,190,-3865,1051,5805,1410,1908
152336,142,-3961,1057,5853,1528,1953
152338,89,-3881,998,5963,1548,1994
152340,123,-3739,968,6060,1577,2045
152342,166,-3749,1042,6106,1623,2068
152344,132,-3886,1096,6190,1665,2081
152346,149,-3905,1177,6284,1599,2089
152348,23,-4038,1183,6283,1550,2069
152350,89,-3912,1205,6313,1383,2006
152352,55,-3872,1130,6364,1254,1960
152354,-22,-3875,1208,6441,1138,1917
152356,-106,-3872,1289,6448,1111,1915
152358,-44,-3916,1306,6469,1048,1895
152360,-52,-3994,1394,6423,1161,1880
152362,-63,-4041,1270,6387,1126,1753
152364,-13,-4017,1296,6360,1099,1668
152366,42,-3952,1355,6292,1057,1574
152368,53,-3856,1446,6146,985,1474
152370,3,-3872,1443,6029,855,1339
152372,-9,-3885,1428,6007,784,1232
152374,2,-3809,1472,6030,862,1227
152376,76,-3765,1415,6022,930,1235
152378,91,-3668,1550,5967,1004,1212
152380,177,-3958,1571,5871,1064,1128
152382,135,-3916,1601,5808,1154,1062
152384,111,-3909,1587,5727,1182,970
152386,99,-3880,1595,5684,1272,868
152388,16,-3784,1624,5598,1302,792
152390,0,-3769,1580,5485,1284,670
152392,-35,-3718,1567,5432,1352,575
152394,-189,-3555,1725,5240,1205,501
152396,-106,-3768,1647,5114,1141,366
152398,-135,-3740,1552,5138,1304,295
152400,-265,-3594,1767,4915,1195,193
152402,-242,-3608,1797,4695,1050,36
152404,-19,-3760,1606,4680,1157,-99
152406,-112,-3474,1664,4677,1314,-148
152408,-94,-3456,1808,4380,1087,-237
152410,106,-3578,1730,4325,1186,-347
152412,65,-3512,1689,4361,1397,-426
152414,34,-3390,1759,4250,1445,-471
152416,18,-3383,1865,4078,1409,-517
152418,63,-3148,1911,3921,1401,-487
152420,-85,-2947,1948,3453,1255,-343
152422,163,-4452,1753,3522,987,-105
152424,-218,-2516,2228,3471,1092,-475
152426,-566,-3065,2146,2469,710,-745
152428,-344,-3653,1856,2734,509,-634
152430,-141,-3557,1764,3236,541,-326
152432,166,-3798,1645,3855,688,136
152434,405,-3711,1782,4418,868,682
152436,452,-3498,2033,4558,948,1087
152438,418,-3410,2111,4571,992,1270
152440,223,-3294,2152,4433,971,1327
152442,15,-3138,2193,4177,885,1300
152444,-230,-3002,2236,3844,756,1236
152446,-357,-2914,2238,3460,606,1180
152448,-425,-2876,2260,3080,460,1083
152450,-454,-2890,2250,2714,358,934
152452,-400,-2976,2228,2281,245,739
152454,-383,-3094,2191,2047,182,637
152456,-303,-3199,2079,1829,109,543
152458,-163,-3223,2102,1604,41,523
152460,-83,-3258,2085,1428,9,463
152462,-72,-3293,2056,1309,-3,349
152464,-67,-3381,2048,1266,23,243
152466,-79,-3439,2045,1270,70,153
